Text,Sentiment,Emotions,translated_text,Justification
"बहुतेक वेळा, मुख्याध्यापक अस्वस्थ आणि शांत असल्याचे दिसून येते, परंतु असे प्रसंग येतात जेव्हा तो फक्त रागाने किंवा उत्साहाने ओरडतो.",-1,neutral,"Most of the time, the headmaster appears to be unruffled and calm, but there are times when he simply shouts in anger or excitement.","The negative sentiment is driven by the phrase ""रागाने ओरडतो"" (ragane ordato), meaning ""shouts in anger,"" which explicitly indicates a negative emotional state."
अन्यायाविरुद्धच्या लढ्याचे फलित असलेल्या आपल्या शेतकरी वडिलांच्या मृत्यूमुळे तो खूप प्रभावित झाला आहे.,-1,sadness,"He is deeply affected by the death of his farmer father, who was the result of his fight against injustice.","The phrase ""मृत्यूमुळे तो खूप प्रभावित झाला आहे"" (mrutyumule to khup prabhavit zhala aahe), meaning ""he is deeply affected by the death,"" indicates a negative sentiment. ""मृत्यूमुळे"" (mrutyumule) specifically points to death as the cause, leading to sadness."
यासगळ्यात जे काही घडतं ते किती भयानक आहे हे जाणून घेण्यााठी जय भीमच्या वाट्याला जावं लागेल,-1,fear,"To understand how terrifying everything that happens in this world is, you have to go through Jai Bhim's journey.","The phrase ""भयानक आहे"" (bhayanak aahe) meaning ""is terrifying"" directly indicates a negative sentiment and evokes the emotion of fear."
डोळे दिपवून टाकणारा डोलारा उभा करताना तो सशक्त सजीव आणि क्लासिक अनुभव देत नाही हेदेखील खरंच,-1,neutral,"It is also true that while it does create an eye-catching display, it does not provide a strong, lively and classic feel.","The sentiment is negative (-1) because the phrase ""सशक्त सजीव आणि क्लासिक अनुभव देत नाही"" (sashakt sajiv aani classic anubhav det nahi) explicitly states that the subject *does not* provide a strong, lively, and classic experience, indicating a lack of positive qualities."
भारताच्या इतिहासाच्या पानांमध्ये दडलेल्या बऱ्याच गोष्टी इतिहासातच कुठेतरी धुसर झाल्या,-1,neutral,Many things hidden in the pages of Indian history have faded into history.,"The negative sentiment stems from the phrase ""धुसर झाल्या"" (dhusar zhālyā), meaning ""have faded,"" implying a loss or degradation of historical knowledge."
तो आयुष्य जगण्याचा आवेश गमावतो आणि आत्महत्या करतो,-1,sadness,He loses the will to live and commits suicide.,"""आत्महत्या करतो"" (commits suicide) clearly indicates a negative sentiment, specifically sadness, as it describes a tragic end to life."
सिनेमाच्या कथानायकांच्या तोंडी असलेली अलंकारिक वाक्ये खटकतात,-1,neutral,The figurative phrases in the mouths of the movie's protagonists are jarring.,"""खटकतात"" (khataktat) implies a jarring or displeasing effect, indicating a negative sentiment."
प्रेम या विषयावर चित्रपट करताना हा धोका असतोच,-1,neutral,This is a risk when making a film about love.,"The sentiment is negative due to the word ""धोका"" (dhoka), which translates to ""risk"" or ""danger,"" indicating a potential negative consequence associated with the topic."
मात्र त्यांचा मुलगा जयेशभाईच्या रणवीर सिंग नशिबात काही मुलगा नाही,-1,neutral,"However, there is no son in the destiny of his son Jayeshbhai Ranveer Singh.","The negative sentiment (-1) is driven by the phrase ""काही मुलगा नाही"" (kahi mulga nahi), which translates to ""there is no son."" This expresses a lack or absence, inherently conveying a negative connotation, especially in a cultural context where having a son is often desired."
तिचे कुटुंब त्यांच्या दैनंदिन जीवनासाठी संघर्ष करत आहे आणि त्यांच्याकडे परिधान करण्यासाठी पुरेसे कपडे नाहीत,-1,sadness,Her family is struggling to survive and they don't have enough clothes to wear.,"The sentiment is negative due to the phrase ""संघर्ष करत आहे"" (sangharsh karat aahe), which translates to ""struggling,"" indicating hardship and difficulty."
"उदाहरणार्थ, मकरंदने मुलीच्या पालकांना न कळवता आपल्या मैत्रिणीशी लग्न करण्याचा निर्णय घेतला.",-1,neutral,"For example, Makarand decided to marry his girlfriend without informing the girl's parents.","The negative sentiment is driven by the phrase ""न कळवता"" (na kalavta), meaning ""without informing,"" which implies a lack of transparency and potential disapproval, leading to a negative perception."
"पायवाट त्यांना जवळच्या एका गावात घेऊन जाते जिथे कनिका नावाची मुलगी राहत होती, जिचा मृत्यू डॉ. कौशिक आणि त्याच्या साथीदाराच्या अनैतिक वर्तनामुळे आणि लोभामुळे झाला.",-1,disgust,"The trail takes them to a nearby village where a girl named Kanika lived, who died due to the immoral behavior and greed of Dr. Kaushik and his accomplice.","The negative sentiment and disgust emotion are primarily driven by the phrase ""अनैतिक वर्तनामुळे आणि लोभामुळे"" (anaitik vartanamule aani lobhamule), meaning ""due to immoral behavior and greed."" This phrase directly attributes Kanika's death to negative actions, inducing a feeling of disgust."
तसेच सांसारिक विनोद आणि अतिउत्साही दृश्यांमुळे कंटाळवाणे होते,-1,neutral,"Also, the mundane humor and overly enthusiastic scenes made it boring.","The word ""कंटाळवाणे"" (kantaalvane), meaning ""boring,"" directly indicates a negative sentiment."
सुरुवातीला दोघे जुन्याच ओढीने एकत्र येतात पण नंतर अचानक दोघांच्या नात्यात अंतराय निर्माण होतो,-1,neutral,"Initially, the two come together on old terms, but then suddenly a rift arises in their relationship.","""अंतराय निर्माण होतो"" (antaray nirman hoto), meaning ""a rift arises"", indicates a negative sentiment as it suggests a breakdown or obstacle in the relationship."
पटकथेतील अनेक अपेक्षित गोष्टींमुळे सिनेमा रंगत नाही,-1,neutral,The movie doesn't work because of many expected things in the script.,"""रंगत नाही"" (rangat nahi) indicates a lack of enjoyment or engagement, resulting in a negative sentiment."
एकदा घरात आल्यावर कुलकर्णी आणि तिची मोलकरीण रिंकू काहीतरी गडबडलेली दिसते,-1,neutral,"Once inside the house, Kulkarni and her maid Rinku notice something is wrong.","""गडबडलेली"" (gadbadleli - wrong/amiss) indicates something is not right, contributing to the negative sentiment."
त्यानंतर तिच्या अभिनय कौशल्यावरदेखील प्रश्नचिन्ह उभे राहिले होते,-1,neutral,"After that, her acting skills were also questioned.","The negative sentiment (-1) is driven by the phrase ""प्रश्नचिन्ह उभे राहिले होते"" (prashnachinha ubhe rahile hote), which means ""questions were raised,"" implying doubt and criticism regarding her acting skills."
आणि तेच बेल बॉटमचं अपयश म्हणावं लागेल,-1,neutral,And that's what we have to call the failure of Bell Bottom.,"The word ""अपयश"" (ap यश) meaning ""failure"" indicates a negative sentiment."
त्या प्रसंगात आपण रागाने पत्नीची हत्या करतो आहोत,-1,anger,"In that case, we are killing our wife out of anger.","The negative sentiment is primarily driven by the word ""रागाने"" (rāgāne), which translates to ""out of anger,"" and the action of ""हत्या"" (hatyā) which means ""murder/killing"". The combination describes a violent act motivated by a negative emotion."
संपूर्ण सिनेमा नीटनेटका झाला असला तरी तो काही ठिकाणी प्रेडिक्टेबल झाला आहे,-1,neutral,"Although the entire movie is well-made, it has become predictable in some places.","The sentiment is negative because the phrase ""प्रेडिक्टेबल झाला आहे"" (predictable has become) indicates a lack of originality or surprise, contributing to a negative assessment."
"त्यानंतर त्याला एका गंभीर गुन्ह्यासाठी अटक केली जाते, ज्यामुळे त्याची प्रेमळ पत्नी निमा (तेजस्विनी पंडित) सोबतचे नाते धोक्यात येते.",-1,neutral,"He is then arrested for a serious crime, which jeopardizes his relationship with his loving wife Nima (Tejaswini Pandit).","""गंभीर गुन्ह्यासाठी अटक"" (gambhir gunhyasathi atak - arrested for a serious crime) indicates a negative situation, resulting in the negative sentiment."
" खरं तर, दुसऱ्या सहामाहीत, कोण कोणाच्या बाजूने आहे हे शोधण्याचा प्रयत्न करताना तुम्ही अक्षरशः गोंधळलेले आहात",-1,neutral,"In fact, in the second half, you're literally confused trying to figure out who's on whose side.","The negative sentiment is driven by the word ""गोंधळलेले"" (gondhalalele), meaning ""confused,"" which implies a state of uncertainty and disorientation, contributing to a negative feeling."
किंबहुना ते करत असलेल्या कामाचे श्रेय देखील त्यांना मिळेलच याची शास्वती नसते,-1,neutral,"In fact, there is no guarantee that they will even get credit for the work they do.","The negative sentiment is driven by the phrase ""शास्वती नसते"" (shaswati nasate), which translates to ""there is no guarantee"". This indicates uncertainty and a lack of positive assurance regarding receiving credit, resulting in a negative outlook."
"खरं तर, एखाद्याला ते आणि त्यांच्या कृत्ये आवडत नाही.",-1,disgust,"In fact, one does not like them and their actions.","The negative sentiment is driven by the phrase ""आवडत नाही"" (aavdat nahi), which means ""does not like."""
पण जबरदस्त कॉमेडी सहसा सपाट पडते,-1,neutral,But great comedy often falls flat.,"The phrase ""सपाट पडते"" (sapaat padte) meaning ""falls flat"" indicates a negative outcome or failure, justifying the negative sentiment (-1)."
पण मध्यंतरानंतर हा चित्रपट अगदी सामान्य वाटू लागतो,-1,neutral,"But after the interval, this movie starts to feel quite ordinary.","The sentiment is negative due to the phrase ""अगदी सामान्य वाटू लागतो"" (agdi samanya vatu lagto), meaning ""starts to feel quite ordinary."" ""सामान्य"" (samanya) directly translates to ""ordinary,"" indicating a lack of special or positive qualities."
"प्रतिगामी वाटेल तसा, हा चित्रपट स्त्रीच्या संरक्षणासाठी आणि तलाक, तलाक, तलाक अशा नाजूक कारणांसाठी बोलणाऱ्याला शिक्षा देणारी ही व्यवस्था असल्याचा दावा करत ओळीवर बोट ठेवण्याचा प्रयत्न करतो.",-1,disgust,"As regressive as it may seem, this film tries to toe the line by claiming that this system is for the protection of women and punishes those who speak out for delicate reasons like talaq, talaq, talaq.","The negative sentiment and disgust are driven by ""प्रतिगामी वाटेल तसा"" (""As regressive as it may seem""). This phrase indicates the film is potentially backward and disagreeable, leading to negative feelings."
सिंगचा अभिनय पाहण्यासारखा नाही आणि बालगुडेही तसाच आहे,-1,neutral,Singh's acting is not worth watching and Balgude is the same.,"""पाहण्यासारखा नाही"" (pahanyasarkha nahi - not worth watching) expresses a negative evaluation of Singh's acting, directly contributing to the negative sentiment. The implication that Balgude is ""तसाच आहे"" (tasach aahe - the same) further reinforces this negative assessment."
"त्याऐवजी, परिस्थितींमध्ये तर्कशास्त्राचा अभाव इतका असतो की चित्रपट दाखवत असलेल्या सकारात्मक गोष्टींचा विचार करत असतानाही त्याकडे दुर्लक्ष करणे अशक्य आहे.",-1,neutral,"Instead, the lack of logic in the situations is so great that it's impossible to ignore them, even when considering the positives the film is showing.","The sentence expresses a negative sentiment due to the phrase ""तर्कशास्त्राचा अभाव"" (tarkashastracha abhav), which translates to ""lack of logic."" This indicates a flaw or problem, leading to a negative overall assessment."
मोहन जोशी यांची उपस्थिती चित्रपटाला कोणत्याही प्रकारे मदत करत नाही,-1,neutral,Mohan Joshi's presence doesn't help the film in any way.,"The sentiment is negative because the phrase ""मदत करत नाही"" (madat karat nahi), meaning ""doesn't help,"" indicates a lack of positive impact, hence a negative sentiment."
मध्यांतरानंतर संभाषणे ड्रॅग होऊ लागतात आणि उद्विग्न होतात,-1,neutral,Conversations start to drag and become agitated after the interval.,"""उद्विग्न होतात"" (udvigna hotat) which translates to ""become agitated"" indicates a negative sentiment."
राधिका देशपांडेसने खराब इंग्रजीचा अनावश्यक वापर तेजश्रीच्या मोठ्या बहिणीने तिच्या चारित्र्याला त्रास दिला,-1,neutral,Radhika Deshpande's unnecessary use of bad English hurt Tejashree's elder sister's character,"The phrase ""खराब इंग्रजीचा अनावश्यक वापर"" (kharab angrajicha anavashyak vapar - unnecessary use of bad English) contributes to the negative sentiment, implying a negative action that harmed someone's character."
सिनेमातील गाणी जिभेवर रंगळणारी असली तरी कथानकात ती मुद्दाम खुसखोरी करतात,-1,neutral,"Although the songs in the movie are catchy, they deliberately distort the plot.","The negative sentiment (-1) is primarily driven by the word ""खुसखोरी"" (khuskhori), which translates to ""distortion"" or ""meddling."" This indicates a negative impact on the plot."
उत्तरार्धात तो काहीसा रेंगाळतो,-1,neutral,It drags a bit in the latter half.,"The sentiment is negative due to the word ""रेंगाळतो"" (rengalto), which translates to ""drags"" or ""lingers"" and implies a slow and undesirable pace, leading to a negative experience."
त्या प्रसंगातील त्याचा स्वार्थी विचार आणि हतबल अनन्याची अवस्था प्रेक्षकांच्या नजरेत अधोरेखित होते,-1,neutral,His selfish thoughts and Ananya's desperate state in that incident are highlighted in the eyes of the audience.,"The negative sentiment is driven by the Marathi word ""स्वार्थी"" (swarthi), meaning selfish, and ""हतबल"" (hatbal), meaning desperate, which portrays a negative situation and character trait."
पूर्वीची लाचारी आणि नंतरचे टोमणे चांगले जुळतात,-1,neutral,The former's helplessness and the latter's taunts match well.,"""लाचारी"" (helplessness/servility) and ""टोमणे"" (taunts) both carry negative connotations, leading to an overall negative sentiment despite the neutral emotional context."
पण इतर सगळ्याच व्यक्तिरेखा खासकरून जफर आणि लाली या दोघांच्या भूमिका शेवटपर्यंत अस्पष्टच राहतात त्यामुळे हे चौघेही एकत्र अजिबात परिणामकारक ठरलेले नाहीत,-1,neutral,"But the roles of all the other characters, especially Zafar and Laali, remain unclear until the end, so the four of them are not effective together at all.","The sentiment is negative (-1) because the phrase ""अजिबात परिणामकारक ठरलेले नाहीत"" (ajibat parinamkarak tharalele nahit), meaning ""not effective at all,"" expresses a lack of impact or effectiveness, indicating a negative assessment."
पण निव्वळ निकाल अर्धा चांगला नाही,-1,neutral,But the net result isn't half as good.,"The phrase ""अर्धा चांगला नाही"" (ardha changla nahi) which translates to ""not half as good"" indicates a negative sentiment (-1) due to expressing insufficiency or falling short of expectations."
पण जीएसएलव्हीचे प्रक्षेपण अयशस्वी ठरते आणि हवेतच रॉकेट ब्लास्ट होतो,-1,neutral,But the GSLV launch fails and the rocket explodes in mid-air.,"The negative sentiment is driven by the phrase ""अयशस्वी ठरते"" (ayashasvi tharte), meaning ""fails,"" which indicates a negative outcome."
पण जेव्हा अक्षयच्या प्रभावशाली कुटुंबाला त्यांच्या मैत्रीबद्दल कळते आणि विजयला धडा शिकविण्याचा निर्णय घेतो तेव्हा सर्व नरक मोडतात,-1,neutral,But all hell breaks loose when Akshay's influential family finds out about their friendship and decides to teach Vijay a lesson.,"The negative sentiment is driven by the phrase ""सर्व नरक मोडतात"" (sarva narak modtat), which translates to ""all hell breaks loose"" indicating a very negative situation unfolding."
स्पार्टन गावात जीवन कठीण आहे,-1,sadness,Life is hard in a Spartan village.,"""कठीण आहे"" (kathin aahe - is hard/difficult) expresses a negative sentiment, indicating hardship and contributing to sadness."
मग असे विशेष प्रभाव आहेत ज्यात सूक्ष्मतेचा अभाव आहे,-1,neutral,Then there are the special effects that lack subtlety.,"""अभाव"" (abhav - lack) indicates a negative quality, resulting in a negative sentiment."
मात्र एका विद्यार्थ्यापासून त्याचे पालक कुटुंब इथपासून सुरू होऊन रॉकीच्या कुटुंबात चित्रपट शिरतो तेथून तो इमानदार पोलिस अधिकारी आणि भ्रष्ट राजकारण्याकडे जातो,-1,neutral,"But the film starts from a student to his foster family and then enters Rocky's family, from there he goes to an honest police officer and a corrupt politician.","The sentiment is negative due to the presence of the phrase ""भ्रष्ट राजकारण्याकडे"" (bhrasht rajkarnyankade), which translates to ""corrupt politician."" The word ""भ्रष्ट"" (bhrasht) specifically indicates corruption, thus leading to the negative sentiment."
ही कथा अंदाज लावण्यास मदत करत नाही,-1,neutral,This story doesn't help with guessing.,"""नाही"" (nahi) indicates negation, making the sentence negative."
" आपल्या लेफ्टनंटची तो कठीण काळात मदत करतो, मात्र त्यानंतर त्याच्या अडचणी आणखी वाढतात",-1,neutral,"He helps his lieutenant through a difficult time, but then his problems only get worse.","The phrase ""अडचणी आणखी वाढतात"" ( अडचणी आणखी वाढतात) which translates to ""problems only get worse"" indicates a negative outcome, thus justifying the negative sentiment."
मुलींच्या वसतिगृहात एक मुलगा शिरला असल्याची तक्रार प्राप्त झाल्याचे सांगितले जाते आणि त्यानंतर रश्मीला अटक केली जाते,-1,anger,It is said that a complaint was received that a boy had entered the girls' hostel and Rashmi was subsequently arrested.,"The negative sentiment and anger are driven by the phrase ""अटक केली जाते"" (atak keli jaate), meaning ""arrested,"" indicating a negative consequence and potential injustice, sparking anger."
;चले आना; हे गाणं सोडलं तर एकही गाणं लक्षात राहत नाही,-1,neutral,";Chale Ana; If you leave this song, you won't remember any other song.","The sentiment is negative due to the phrase ""एकही गाणं लक्षात राहत नाही"" (ekahi gaan lahanat rahat nahi), which translates to ""you won't remember any other song,"" indicating a lack of appreciation for other songs besides the one mentioned."
प्रस्ताव नाकारण्याव्यतिरिक्त ती काय करते हे आम्हाला कधीच सांगितले जात नाही,-1,neutral,We are never told what she does other than reject the proposal.,"The negative sentiment (-1) stems from the Marathi word ""नाकारण्या"" (nakarannya), which translates to ""rejecting."" This explicitly indicates a negative action, hence the negative sentiment."
मात्र ती सिनेमाचा जरा बरा असलेला ‘टेम्पो’ बिघडवण्याचेच काम करतात,-1,neutral,"However, they only serve to spoil the film's somewhat good 'tempo'.","The negative sentiment is driven by the word ""बिघडवण्याचे"" (bighadvanyache), meaning ""to spoil,"" which indicates a negative action."
"तथापि, युंटमला त्याच्या वेळेचा फटका बसला आहे कारण गेल्या काही वर्षांमध्ये अशाच धर्तीवर अनेक मराठी चित्रपट आले आहेत.",-1,neutral,"However, Yuntam has suffered the brunt of its time as many Marathi films have come out on similar lines in the last few years.","The negative sentiment (-1) is primarily driven by the phrase ""वेळेचा फटका बसला आहे"" (velecha fatka basla aahe), which translates to ""suffered the brunt of its time"" implying a negative impact or disadvantage."
हळूहळू शिवावर प्रेम करू लागले आस्थाला शिवाची काळजी असते,-1,neutral,"Gradually, she started loving Shiva. Aastha is worried about Shiva.","The phrase ""काळजी असते"" (kalji aste) implying worry, contributes to the negative sentiment."
काही अनावश्यक गाण्यांमुळे त्याचा टेम्पोही जातो,-1,neutral,Some unnecessary songs also take away its tempo.,"The negative sentiment (-1) is driven by the word ""अनावश्यक"" (anavashyak), meaning ""unnecessary"". This indicates a negative evaluation of the songs, leading to the overall negative sentiment."
"दुर्दैवाने, चित्रपट फक्त त्याच पातळीवर काम करतो",-1,neutral,"Unfortunately, the film only works at that level.","The negative sentiment is driven by the word ""दुर्दैवाने"" (durdavane), which translates to ""Unfortunately."" This word inherently expresses a negative perspective or regret about the situation."
जन्म देताना तिची आई मरण पावल्याने कुटुंबावर दुर्दैव आणल्याचा ठपका जानीवर ठेवला जातो आणि सातव्या वाढदिवशी वडिलांचा अपघाती मृत्यू झाला.,-1,sadness,"Jani is blamed for bringing bad luck to the family as her mother dies during childbirth, and her father dies in an accident on her seventh birthday.","The negative sentiment and sadness are driven by the phrase ""दुर्दैव आणल्याचा ठपका"" (durdaiiv aanlyacha thapka), which translates to ""blamed for bringing bad luck,"" indicating a negative attribution of misfortune to Jani. This phrase directly contributes to the negative sentiment and evokes sadness."
ती दिग्दर्शकीय पकड सिनेमाच्या पूर्वार्धात दिसत नाही,-1,neutral,That directorial touch is not visible in the first half of the film.,"""दिसत नाही"" (disat nahi - not visible) indicates a lack of something desirable, hence the negative sentiment."
"खरं तर, ती तिच्या आवाजात स्वत: ची दया आणि असहायतेने स्वत: ला मद्यपी घोषित करते",-1,neutral,"In fact, she declares herself an alcoholic with self-pity and helplessness in her voice.","The phrase ""स्वत: ची दया आणि असहायतेने"" (self-pity and helplessness) indicates a negative sentiment."
"बाबा, दुसरा त्रासलेला, एका तात्पुरत्या झोपडीत हात-तोंडाचे जीवन जगतो",-1,neutral,"Dad, another sufferer, lives hand-to-mouth in a makeshift hut","""त्रासलेला"" (traslela), meaning ""sufferer,"" directly contributes to the negative sentiment."
मात्र ती फारशी प्रभावी वाटत नाहीत,-1,neutral,But they don't seem very effective.,"The sentiment is negative due to the word ""प्रभावी वाटत नाहीत"" (prabhavi vaatat nahit), which translates to ""don't seem effective."" The ""नाहीत"" (nahit) part explicitly negates the effectiveness, thus indicating a negative sentiment."
मात्र मध्यंतरानंतर लायगर कमालीचा कंटाळवाणा होतो,-1,neutral,"But after the interval, Liger becomes extremely boring.","The negative sentiment is driven by the word ""कंटाळवाणा"" (kantalwana), which translates to ""boring"" or ""tedious"" and expresses a negative quality."
‘पैसा ये पैसा’ ‘मुंगळा’ ‘रिक्रिएशन’ करून प्रेक्षकांच्या माथी मारली जातात,-1,joy,"They are hitting the audience with 'Paisa Ye Paisa', 'Mungala' and 'Recreation'.","The negative sentiment stems from the phrase ""माथी मारली जातात"" (maathi maarli jaataat), meaning ""are hitting [them] with,"" which implies forceful and unwanted imposition, despite the presumably joyful nature of the elements being imposed (songs/recreation)."
त्यामुळे म्हणावासा हॉररचा थरार इथं रंगत नाही,-1,fear,"So, you could say that the thrill of horror doesn't exist here.","The negative sentiment is driven by ""रंगत नाही"" (rangat nahi), which means ""doesn't exist/is not present,"" indicating a lack of the desired horror thrill, hence the fear-related emotion."
"बरं, मराठी चित्रपट निर्मात्यांकडून अशाच ध्वनी आणि दिसणाऱ्या प्रेमकथांपासून सुटका नाही",-1,neutral,"Well, there is no escape from such sounding and looking love stories from Marathi filmmakers.","The phrase ""सुटका नाही"" (sutka nahi), meaning ""no escape,"" indicates a negative sentiment."
"पण काही वेळा, त्याच्या आवाजाचा टोन नैसर्गिक वाटत नाही तर इतर दृश्यांमध्ये, तो खूप प्रयत्न करतो असे दिसते",-1,neutral,"But at times, his tone of voice doesn't seem natural, while in other scenes, he seems to be trying too hard.","The sentiment is negative due to the phrase ""खूप प्रयत्न करतो असे दिसते"" (khoop prayatna karto ase disate), which translates to ""seems to be trying too hard,"" indicating a lack of naturalness and an unfavorable performance."
तसं अपयश सायनाच्या वाट्यालाही आलं,-1,neutral,Saina also faced similar failure.,"""अपयश"" (apayas), meaning failure, indicates a negative situation, hence the negative sentiment. While negative, the sentence is a statement of fact and doesn't express strong emotion, leading to a neutral emotion assignment."
तीच गोष्ट अवेळी वाजणाऱ्या गाण्यांची,-1,neutral,The same thing happens with songs that play at the wrong time.,"The negative sentiment is primarily driven by the phrase ""अवेळी वाजणाऱ्या"" (aveli vajanarya), meaning ""playing at the wrong time"" or ""untimely playing,"" which implies an annoyance or something undesirable."
जेव्हा ते भेटतात आणि मैत्री बनवतात तेव्हा त्यांना समजते की ते दोघेही एक प्रकारचे आघात सहन करत आहेत जे ते उर्वरित जगापासून लपवत आहेत.,-1,neutral,"When they meet and form a friendship, they realize that they are both suffering from some kind of trauma that they are hiding from the rest of the world.","The negative sentiment is derived from the phrase ""आघात सहन करत आहेत"" (aaghat sahan karat aahet), meaning ""suffering from trauma."" This indicates a negative experience."
"अरविंद त्याच्या कूकशी प्रेम-द्वेषाचे नाते सामायिक करतो (किशोर कदम यांनी भूमिका केली होती), कारण अरविंद डॉक्टरांच्या सूचनेनुसार त्याच्या रोट्यांवर लोणी घालण्यास नकार देतो",-1,disgust,"Arvind shares a love-hate relationship with his cook (played by Kishore Kadam), as Arvind refuses to put butter on his rotis as per the doctor's instructions.","The sentiment is negative due to the phrase ""प्रेम-द्वेषाचे नाते"" (prem-dweshache naate), which translates to ""love-hate relationship,"" indicating a complex and inherently negative dynamic. While not purely negative, the inclusion of ""द्वेष"" (dwesh - hate) contributes to the overall negative sentiment, and the emotion ""disgust"" aligns with the conflict."
त्यात रोज रात्री बद्रूला मारहाण करीत राहतो,-1,neutral,He keeps beating Badru every night.,"The negative sentiment (-1) is primarily driven by the phrase ""मारहाण करीत राहतो"" (maarhaan karit rahto), which means ""keeps beating"". This indicates a repeated and violent action, leading to a negative sentiment. Although the emotion is neutral, the act itself is inherently negative."
"तथापि, संपन्नता केवळ तथाकथित उच्च जातींपुरती मर्यादित होती, म्हणजे ब्राह्मण, ज्यांचे पेशवे होते.",-1,neutral,"However, the affluence was limited to the so-called upper castes, namely the Brahmins, who had Peshwas.","The negative sentiment is driven by the phrase ""तथाकथित उच्च जातींपुरती मर्यादित होती"" (tathakathit uchcha jatimpurti maryadit hoti), which translates to ""limited to the so-called upper castes."" This implies exclusivity and social inequality, leading to a negative perception."
तेथेही चित्रपटाने भ्रमनिरास केला आहे,-1,sadness,The film has disappointed there too.,"""भ्रमनिरास केला"" (bhramniraas kela) which translates to ""disappointed"" is a clear indicator of a negative sentiment and contributes to the feeling of sadness."
राज्याच्या निवडणुका तोंडावर आल्याने विरोधी पक्षनेते सयाजीराव (मोहन जोशी) मुंबईत आले आणि त्यांच्या हॉटेलच्या खोलीत गूढ मृत्यू झाला.,-1,neutral,"With state elections looming, opposition leader Sayajirao (Mohan Joshi) arrives in Mumbai and mysteriously dies in his hotel room.","The negative sentiment stems from the phrase ""गूढ मृत्यू झाला"" (goodh mrutyu jhala), which translates to ""mysteriously died"". Death, especially a mysterious one, inherently carries a negative connotation."
जेव्हा दहशतवाद्यांना हे समजले की ही एक चुकीची ओळख आहे जेव्हा ते तिला परत पाठविण्याचा प्रयत्न करतात परंतु ते त्यांच्या विचारांपेक्षा अधिक आव्हानात्मक असल्याचे सिद्ध होते,-1,neutral,When the terrorists realize it's a mistaken identity they try to send her back but it proves to be more challenging than they thought.,"The sentence expresses a negative sentiment due to the presence of the word ""दहशतवाद्यांना"" (dahashatavadyanna), meaning ""terrorists,"" which inherently carries a negative connotation."
त्यात एका व्यक्तीला विनाकारण आपले प्राण गमवावे लागतात,-1,neutral,"In it, one person has to lose their life for no reason.","The negative sentiment (-1) is primarily driven by the phrase ""प्राण गमवावे लागतात"" (praan gamavaave lagtaat), meaning ""have to lose their life,"" which expresses a negative outcome, especially compounded by ""विनाकारण"" (vinaakaran), meaning ""for no reason""."
"सी.जी.आय गिधाड वापरणे, मृत्यूचे प्रतिनिधित्व करणे, अनावश्यक वाटले",-1,disgust,"Using a CGI vulture, to represent death, felt unnecessary.","""अनावश्यक वाटले"" (anawashyak watale), meaning ""felt unnecessary,"" expresses a negative feeling and contributes to the overall disgust emotion."
मात्र अनुराग मागच्या गोष्टी विसरलेला नाहीय,-1,neutral,But Anurag hasn't forgotten the past.,"The phrase ""विसरलेला नाहीय"" (visarlela nahiye), meaning ""hasn't forgotten,"" indicates a focus on the past and a lack of resolution, contributing to the negative sentiment."
रघूमध्ये नेमके काय बदल होतात विष्णू आणि रघू यांच्यातील वैर कोणत्या टोकाला जाते हे पाहणे काहीसे मनोरंजक असले तरी पटकथेच्या तथ्यहीन विस्तारामुळे ते कंटाळवाणे वाटते,-1,neutral,"What exactly changes in Raghu? Although it is somewhat interesting to see to what extent the enmity between Vishnu and Raghu goes, it feels boring due to the factless expansion of the script.","The phrase ""कंटाळवाणे वाटते"" (kantalwane vaatte) which translates to ""it feels boring,"" is the primary reason for the negative sentiment."
बबलू आणि मुन्नी एकमेकांना मिठी मारताना पाहिल्यावर त्याच्या संशयाला पुष्टी मिळाली आणि तो चिडला,-1,anger,His suspicions were confirmed when he saw Bablu and Munni hugging each other and he became angry.,"The phrase ""तो चिडला"" (to chidla), meaning ""he became angry,"" directly indicates a negative sentiment and the emotion of anger."
एक प्रकारे मानवी मर्यादा अधोरेखित करणाराच हा प्रसंग आहे आणि म्हणूनच त्यात प्रचंड नाट्य भरलेलं आहे पण त्या नाट्याचा उपयोग करून पाहणाऱ्याला भयकंपित करणारा परिणाम साधण्यात सिनेमा काहीसा कमी पडलाय,-1,neutral,"In a way, this is an incident that highlights human limitations, and that is why it is filled with immense drama, but the film falls somewhat short in using that drama to achieve a terrifying effect on the viewer.","The negative sentiment is driven by ""कमी पडलाय"" (kami padlaay), meaning ""falls somewhat short,"" indicating a lack of success in achieving the desired effect."
ती प्रत्येक व्यक्तिरेखा सिनेमात अधोरेखित करताना मूळ व्यक्तिरेखेवरील आपले लक्ष विचलित होते,-1,neutral,"While underlining each character in the movie, our focus is distracted from the original character.","The negative sentiment (-1) is driven by ""लक्ष विचलित होते"" (laksh vichalit hote), which translates to ""focus is distracted."" This indicates a negative impact on the viewing experience."
पण जी निरागसता आणि भावनिकता पहिल्या सिनेमाच्या लेखनात होती ती यावेळच्या गोष्टीत जाणवत नाही,-1,neutral,But the innocence and emotionality that was in the writing of the first film is not felt in this one.,"The negative sentiment is driven by the phrase ""जाणवत नाही"" (jaanavat nahi), meaning ""not felt,"" indicating a lack of the positive qualities present in the first film."
